age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,total_shopping_activity,online_activity_share,store_activity_share,income_group
63,229323.0,5.7,2,4.6,8,1,43,7,73738.0,113771.0,8,8,4,4,10,10,6,10,10,5,6,Male,Tier 2,Store,50,0.86,0.14,High
69,103771.0,9.5,7,3.9,4,1,5,13,50195.0,148440.0,7,7,6,8,8,3,5,4,3,2,7,Female,Tier 2,Store,18,0.2777777777777778,0.7222222222222222,Lower-Middle
32,141228.0,4.4,3,0.4,5,4,2,1,137409.0,44488.0,3,2,6,1,10,6,4,9,5,9,7,Male,Tier 1,Store,3,0.6666666666666666,0.3333333333333333,Upper-Middle
63,106665.0,7.2,9,2.1,9,4,31,19,148347.32000000004,9407.0,10,5,2,9,3,2,6,5,5,5,5,Female,Tier 2,Online,50,0.62,0.38,Lower-Middle
42,25534.0,2.5,11,2.4,10,8,47,6,60014.0,91452.0,7,1,2,4,4,6,10,6,5,5,9,Male,Tier 3,Store,53,0.8867924528301887,0.11320754716981132,Low
38,246182.0,4.7,6,2.7,2,10,15,7,123418.0,133381.0,7,5,5,4,2,8,9,1,3,3,6,Male,Tier 2,Store,22,0.6818181818181818,0.3181818181818182,High
41,58060.0,6.4,1,2.9,3,7,32,3,79849.0,39642.0,10,4,5,2,8,8,5,1,9,2,8,Male,Tier 1,Store,35,0.9142857142857143,0.08571428571428572,Low
74,32189.0,6.7,10,1.3,1,7,1,9,80254.0,123756.0,7,7,1,5,7,8,3,9,5,7,1,Other,Tier 2,Store,10,0.1,0.9,Low
75,143431.0,10.1,8,4.5,8,9,42,13,7286.0,135092.0,4,9,1,8,10,5,1,1,4,3,7,Female,Tier 2,Store,55,0.7636363636363637,0.23636363636363636,Upper-Middle
22,101067.0,5.0,13,3.1,9,8,25,14,27266.0,140201.0,5,6,3,1,4,8,2,9,3,9,6,Other,Tier 3,Store,39,0.6410256410256411,0.358974358974359,Lower-Middle
23,25967.0,7.2,7,3.3,10,3,34,9,45421.0,145814.0,5,1,4,3,1,10,9,2,4,4,7,Male,Tier 2,Store,43,0.7906976744186046,0.20930232558139536,Low
66,228063.0,7.1,1,4.3,9,4,27,15,51015.0,94791.0,4,7,5,7,3,5,1,9,9,7,9,Female,Tier 1,Store,42,0.6428571428571429,0.35714285714285715,High
60,80563.0,4.8,3,2.9,3,8,42,2,45472.0,130002.0,1,1,1,6,9,4,7,4,9,10,5,Other,Tier 3,Store,44,0.9545454545454546,0.045454545454545456,Lower-Middle
65,23660.0,7.9,3,2.2,5,5,48,1,75813.0,110894.0,2,5,7,9,7,10,10,3,3,9,10,Female,Tier 2,Store,49,0.9795918367346939,0.02040816326530612,Low
61,133671.0,7.3,14,2.0,9,5,10,0,115364.0,14793.0,10,3,6,10,10,8,3,9,1,2,2,Other,Tier 1,Online,10,1.0,0.0,Upper-Middle
64,236947.0,5.5,3,2.2,5,8,45,10,81626.0,46828.0,2,6,2,9,4,8,9,6,6,7,3,Female,Tier 1,Store,55,0.8181818181818182,0.18181818181818182,High
40,144909.0,6.4,7,2.3,1,8,23,15,10175.0,111414.0,5,7,5,5,3,9,2,9,2,2,1,Male,Tier 3,Store,38,0.6052631578947368,0.39473684210526316,Upper-Middle
21,185895.0,4.1,6,0.0,1,6,15,11,55806.0,35097.0,3,0,4,7,10,1,10,9,8,2,7,Male,Tier 3,Store,26,0.5769230769230769,0.4230769230769231,Upper-Middle
44,201914.0,4.2,11,1.7,4,9,24,4,139823.0,4818.0,2,3,4,3,10,5,8,10,7,6,4,Male,Tier 3,Online,28,0.8571428571428571,0.14285714285714285,High
35,155688.0,6.0,12,1.1,7,4,22,19,106122.0,107543.0,5,7,5,4,3,3,2,2,5,9,8,Other,Tier 1,Store,41,0.5365853658536586,0.4634146341463415,Upper-Middle
38,90976.0,7.5,2,0.0,7,10,38,14,47578.0,102573.0,2,6,6,10,10,4,6,6,4,6,7,Female,Tier 2,Store,52,0.7307692307692307,0.2692307692307692,Lower-Middle
45,247701.96000000005,5.3,5,2.7,7,1,34,16,9216.0,47697.0,10,0,7,2,4,2,1,1,2,4,10,Female,Tier 3,Store,50,0.68,0.32,High
52,194810.0,4.8,6,3.1,6,10,24,7,66721.0,111009.0,3,3,1,9,9,1,3,3,10,1,8,Female,Tier 2,Store,31,0.7741935483870968,0.22580645161290322,High
39,28107.0,5.5,12,1.4,1,2,40,18,43816.0,24076.0,9,3,2,6,6,1,1,1,3,3,9,Male,Tier 1,Store,58,0.6896551724137931,0.3103448275862069,Low
57,207476.0,7.7,2,2.1,3,1,38,18,22700.0,122850.0,7,5,1,9,2,8,4,9,10,6,5,Female,Tier 3,Store,56,0.6785714285714286,0.32142857142857145,High
40,109182.0,3.3,14,3.2,5,4,44,11,148347.32000000004,113334.0,9,6,5,3,9,4,5,3,1,4,5,Female,Tier 3,Store,55,0.8,0.2,Lower-Middle
20,106787.0,7.7,1,2.1,4,9,32,6,5630.0,119525.0,7,6,7,9,2,8,5,5,4,10,2,Male,Tier 1,Store,38,0.8421052631578947,0.15789473684210525,Lower-Middle
57,30954.0,7.0,4,2.3,4,6,21,5,121474.0,59995.0,4,7,1,3,4,4,10,8,3,6,1,Female,Tier 1,Store,26,0.8076923076923077,0.19230769230769232,Low
67,31943.0,3.3,14,2.2,9,6,9,1,23025.0,118340.0,10,5,3,9,5,8,5,6,5,6,1,Other,Tier 1,Store,10,0.9,0.1,Low
27,55725.0,5.5,12,3.3,7,6,0,2,124571.0,78379.0,10,0,3,8,4,1,3,4,2,3,2,Other,Tier 3,Store,2,0.0,1.0,Low
42,60434.0,7.3,4,2.5,9,1,45,8,1878.92,66525.0,6,7,1,6,2,4,8,9,10,8,9,Male,Tier 3,Store,53,0.8490566037735849,0.1509433962264151,Low
69,100751.0,2.2,4,2.1,7,1,37,10,44184.0,69043.0,1,6,3,7,10,5,3,7,3,3,8,Other,Tier 2,Store,47,0.7872340425531915,0.2127659574468085,Lower-Middle
66,25110.0,3.9,1,1.9,10,3,21,17,7010.0,38764.0,1,6,1,7,2,3,3,10,7,5,6,Male,Tier 3,Store,38,0.5526315789473685,0.4473684210526316,Low
25,233163.0,3.0,3,1.4,3,5,31,15,127414.0,93336.0,3,1,3,6,9,3,3,2,6,10,7,Female,Tier 1,Store,46,0.6739130434782609,0.32608695652173914,High
72,31462.0,4.8,7,3.3,10,2,22,9,75182.0,85713.0,5,0,4,10,9,9,7,9,6,8,10,Female,Tier 3,Store,31,0.7096774193548387,0.2903225806451613,Low
28,94232.0,8.1,4,3.2,4,1,29,15,140835.0,104858.0,6,0,2,9,7,5,6,7,4,5,4,Female,Tier 2,Store,44,0.6590909090909091,0.3409090909090909,Lower-Middle
78,200153.0,7.6,2,2.5,9,9,22,8,48045.0,91441.0,10,8,3,9,6,6,2,2,8,5,8,Other,Tier 3,Store,30,0.7333333333333333,0.26666666666666666,High
22,198871.0,5.0,8,3.7,1,1,42,19,61163.0,125997.0,8,3,2,1,3,8,4,5,2,9,4,Female,Tier 1,Store,61,0.6885245901639344,0.3114754098360656,High
75,81567.0,8.1,11,2.5,3,4,46,1,76163.0,2486.0,1,4,7,4,5,2,6,9,5,2,1,Other,Tier 1,Online,47,0.9787234042553191,0.02127659574468085,Lower-Middle
62,235373.0,7.3,1,2.9,4,9,11,17,65444.0,77371.0,1,4,4,2,2,1,5,7,3,7,3,Male,Tier 2,Store,28,0.39285714285714285,0.6071428571428571,High
70,197296.0,8.6,13,1.8,4,10,18,15,70235.0,19005.0,10,3,2,10,4,8,7,8,10,1,6,Male,Tier 2,Hybrid,33,0.5454545454545454,0.45454545454545453,High
72,142425.0,5.8,9,4.1,7,2,6,19,134213.0,97109.0,4,8,6,4,10,5,6,10,7,6,6,Male,Tier 2,Store,25,0.24,0.76,Upper-Middle
54,71063.0,7.1,5,2.7,4,10,26,13,46313.0,110304.0,3,1,1,6,1,7,4,6,4,1,9,Female,Tier 3,Store,39,0.6666666666666666,0.3333333333333333,Low
73,128394.0,10.7,2,3.0,10,3,25,11,129622.0,55877.0,1,4,4,7,2,5,2,6,10,3,3,Male,Tier 3,Store,36,0.6944444444444444,0.3055555555555556,Lower-Middle
76,70240.0,5.4,13,2.6,8,4,17,3,139441.0,139998.0,2,9,7,5,10,8,5,4,8,7,8,Male,Tier 2,Store,20,0.85,0.15,Low
62,96352.0,5.9,14,2.6,1,2,27,16,90471.0,33764.0,7,6,4,10,2,1,1,10,5,3,6,Male,Tier 3,Store,43,0.627906976744186,0.37209302325581395,Lower-Middle
55,163940.0,5.7,4,2.8,3,2,10,19,93644.0,109845.0,1,9,5,9,2,8,9,5,3,6,7,Male,Tier 2,Store,29,0.3448275862068966,0.6551724137931034,Upper-Middle
46,222045.0,5.8,3,0.0,10,6,1,19,29772.0,98403.0,4,9,6,9,3,2,5,5,10,6,1,Female,Tier 3,Store,20,0.05,0.95,High
22,95989.0,7.1,7,3.1,10,10,16,6,123117.0,62226.0,7,3,1,4,6,9,1,5,5,1,6,Male,Tier 3,Store,22,0.7272727272727273,0.2727272727272727,Lower-Middle
26,37222.0,6.1,6,1.6,6,5,45,3,50520.0,16195.0,8,6,7,1,5,3,4,3,4,1,4,Other,Tier 2,Online,48,0.9375,0.0625,Low
76,94794.0,3.3,11,2.2,3,5,28,14,123550.0,82262.0,3,0,6,1,1,5,2,10,6,5,3,Other,Tier 3,Store,42,0.6666666666666666,0.3333333333333333,Lower-Middle
65,78924.0,6.0,12,1.6,8,9,31,13,87842.0,10439.0,3,7,1,1,5,4,1,10,5,10,6,Other,Tier 3,Online,44,0.7045454545454546,0.29545454545454547,Lower-Middle
19,114854.0,4.9,11,3.6,7,7,49,19,137478.0,37837.0,6,9,3,3,7,2,10,9,4,3,1,Other,Tier 3,Store,68,0.7205882352941176,0.27941176470588236,Lower-Middle
18,93513.0,2.5,9,1.5,5,9,14,0,99972.0,68790.0,8,3,2,2,1,5,8,4,9,2,2,Female,Tier 2,Store,14,1.0,0.0,Lower-Middle
57,69649.0,8.3,4,2.1,2,1,17,8,94093.0,133604.0,1,2,2,9,7,3,2,3,3,8,5,Male,Tier 2,Store,25,0.68,0.32,Low
77,117986.0,4.9,12,1.7,5,2,27,3,1878.92,32614.0,8,2,6,5,2,1,10,4,10,7,6,Female,Tier 2,Store,30,0.9,0.1,Lower-Middle
68,98749.0,6.8,3,1.5,9,5,26,19,58545.0,48941.0,2,9,3,9,2,9,3,5,6,8,8,Male,Tier 2,Store,45,0.5777777777777777,0.4222222222222222,Lower-Middle
47,247701.96000000005,1.4,7,1.6,5,10,40,8,57445.0,104892.0,10,7,2,10,3,6,2,8,7,6,6,Other,Tier 3,Store,48,0.8333333333333334,0.16666666666666666,High
28,156295.0,7.0,6,0.9,3,7,46,8,120443.0,105417.0,3,2,7,5,7,4,8,5,5,8,9,Female,Tier 1,Store,54,0.8518518518518519,0.14814814814814814,Upper-Middle
45,194238.0,5.4,5,1.8,7,8,32,11,135207.0,7286.0,9,1,7,7,2,7,2,6,2,4,9,Female,Tier 3,Online,43,0.7441860465116279,0.2558139534883721,High
61,54369.0,2.9,10,2.8,3,7,43,15,48238.0,12096.0,8,7,3,3,3,4,3,8,2,9,8,Other,Tier 1,Store,58,0.7413793103448276,0.25862068965517243,Low
29,101379.0,4.9,7,1.3,8,9,49,4,2352.0,63125.0,2,6,4,5,10,6,4,8,7,5,9,Male,Tier 1,Store,53,0.9245283018867925,0.07547169811320754,Lower-Middle
56,84392.0,4.6,5,2.7,5,3,9,16,94810.0,104622.0,2,3,4,9,8,6,8,3,5,3,3,Male,Tier 1,Store,25,0.36,0.64,Lower-Middle
43,205598.0,7.5,9,3.2,5,5,23,5,30092.0,71199.0,1,5,3,8,1,8,9,8,7,3,5,Male,Tier 3,Store,28,0.8214285714285714,0.17857142857142858,High
30,27661.0,6.2,12,2.3,6,6,33,8,95553.0,24668.0,2,9,5,5,6,2,10,9,2,4,7,Female,Tier 2,Store,41,0.8048780487804879,0.1951219512195122,Low
76,161663.0,3.0,4,1.0,10,10,42,10,64597.0,43437.0,6,7,1,2,4,6,6,8,5,9,10,Other,Tier 2,Store,52,0.8076923076923077,0.19230769230769232,Upper-Middle
25,86718.0,6.9,1,0.2,6,7,26,1,56899.0,83567.0,8,7,7,8,3,6,8,9,5,3,1,Female,Tier 1,Store,27,0.9629629629629629,0.037037037037037035,Lower-Middle
78,201307.0,1.9,10,3.6,3,7,19,6,114930.0,125861.0,5,1,4,7,3,2,5,7,7,5,9,Other,Tier 2,Store,25,0.76,0.24,High
78,22970.0,3.7,12,4.5,7,4,40,16,74662.0,58940.0,4,2,6,9,1,9,1,5,9,7,6,Female,Tier 2,Store,56,0.7142857142857143,0.2857142857142857,Low
71,62922.0,6.0,5,4.3,9,1,24,10,77369.0,95897.0,4,7,1,9,1,1,5,2,3,3,8,Other,Tier 2,Store,34,0.7058823529411765,0.29411764705882354,Low
45,246470.0,4.8,1,2.9,1,8,48,9,22025.0,96845.0,3,8,5,5,5,3,1,4,7,7,8,Other,Tier 3,Store,57,0.8421052631578947,0.15789473684210525,High
75,45755.0,8.4,12,2.9,4,10,25,0,26015.0,19359.0,3,2,4,9,3,2,3,7,8,4,9,Other,Tier 1,Online,25,1.0,0.0,Low
47,135926.0,6.3,13,2.2,4,1,42,18,82968.0,139562.0,4,1,7,6,8,1,10,6,7,3,7,Other,Tier 2,Store,60,0.7,0.3,Upper-Middle
26,34416.0,7.3,1,2.2,1,1,20,0,144562.0,113967.0,5,4,1,7,3,1,4,7,4,4,3,Female,Tier 2,Store,20,1.0,0.0,Low
56,28672.0,7.3,1,1.6,6,9,49,19,39584.0,57826.0,10,2,6,2,2,1,8,5,2,7,9,Male,Tier 3,Store,68,0.7205882352941176,0.27941176470588236,Low
48,229540.0,5.1,1,1.4,2,10,12,19,51789.0,95582.0,8,7,3,5,7,5,1,10,10,7,5,Other,Tier 3,Store,31,0.3870967741935484,0.6129032258064516,High
75,143145.0,3.9,8,0.1,6,10,48,5,101341.0,8594.0,10,5,3,6,3,3,1,7,4,2,6,Male,Tier 1,Online,53,0.9056603773584906,0.09433962264150944,Upper-Middle
38,193068.0,5.9,2,3.4,1,3,32,15,107545.0,20637.0,7,9,7,3,9,9,5,4,3,8,4,Other,Tier 3,Store,47,0.6808510638297872,0.3191489361702128,High
73,89095.0,7.7,9,3.2,10,9,9,11,32693.0,51173.0,5,4,6,2,5,2,4,10,10,8,5,Female,Tier 1,Store,20,0.45,0.55,Lower-Middle
64,17338.239999999998,5.5,7,2.0,5,10,27,10,39535.0,50457.0,10,3,4,10,9,4,4,8,10,2,10,Male,Tier 2,Store,37,0.7297297297297297,0.2702702702702703,Low
51,83835.0,7.2,14,4.1,6,10,32,17,55324.0,115792.0,4,0,2,9,10,10,6,7,5,9,4,Other,Tier 3,Store,49,0.6530612244897959,0.3469387755102041,Lower-Middle
72,216457.0,5.9,11,5.4,10,1,10,6,10561.0,95561.0,7,1,5,9,8,8,7,8,7,7,1,Other,Tier 3,Store,16,0.625,0.375,High
48,151711.0,2.9,3,0.6,2,7,13,13,3025.0,8017.0,2,4,5,2,9,1,2,2,7,6,7,Other,Tier 2,Hybrid,26,0.5,0.5,Upper-Middle
69,157127.0,3.1,9,3.2,1,5,19,12,98015.0,68755.0,7,3,4,2,8,4,7,6,10,7,2,Male,Tier 1,Store,31,0.6129032258064516,0.3870967741935484,Upper-Middle
42,205292.0,9.1,4,2.5,7,4,35,19,81899.0,79972.0,8,1,6,2,7,1,1,6,1,10,6,Female,Tier 1,Store,54,0.6481481481481481,0.35185185185185186,High
29,102594.0,3.7,7,4.6,1,5,40,7,75671.0,65463.0,1,4,2,7,3,7,9,2,7,10,6,Female,Tier 2,Store,47,0.851063829787234,0.14893617021276595,Lower-Middle
18,175499.0,4.7,3,1.8,7,1,19,13,122914.0,99828.0,4,3,5,2,1,5,5,8,7,9,3,Female,Tier 3,Store,32,0.59375,0.40625,Upper-Middle
72,131916.0,7.8,5,3.9,1,10,7,17,78522.0,86233.0,8,0,6,8,9,10,10,5,7,8,9,Other,Tier 1,Store,24,0.2916666666666667,0.7083333333333334,Lower-Middle
39,135308.0,3.6,13,3.4,9,7,14,3,57730.0,61400.0,7,3,6,6,9,1,4,1,3,6,8,Female,Tier 3,Store,17,0.8235294117647058,0.17647058823529413,Upper-Middle
57,97516.0,4.6,4,4.0,5,2,32,3,80033.0,139365.0,8,5,2,5,5,3,10,6,8,6,5,Other,Tier 2,Store,35,0.9142857142857143,0.08571428571428572,Lower-Middle
54,79666.0,5.6,13,1.6,6,9,18,8,81127.0,79354.0,4,0,2,7,5,3,10,7,8,1,9,Female,Tier 2,Store,26,0.6923076923076923,0.3076923076923077,Lower-Middle
64,210346.0,5.3,6,2.0,7,5,47,1,135920.0,123167.0,8,3,7,9,3,6,3,3,10,2,9,Male,Tier 2,Store,48,0.9791666666666666,0.020833333333333332,High
18,133294.0,4.1,12,3.2,1,5,11,13,81356.0,114196.0,3,7,6,9,9,5,4,6,6,6,7,Other,Tier 2,Store,24,0.4583333333333333,0.5416666666666666,Upper-Middle
18,25866.0,5.6,13,4.0,8,3,16,11,120117.0,108364.0,3,1,4,4,5,3,9,9,6,10,10,Male,Tier 2,Store,27,0.5925925925925926,0.4074074074074074,Low
74,18889.0,7.4,9,2.8,6,10,32,18,129918.0,48140.0,1,8,1,8,4,5,8,1,6,7,8,Other,Tier 2,Store,50,0.64,0.36,Low
59,133194.0,5.8,5,0.0,2,2,19,17,135188.0,33729.0,1,9,6,1,7,4,9,8,3,8,10,Other,Tier 3,Store,36,0.5277777777777778,0.4722222222222222,Upper-Middle
71,139714.0,4.7,1,4.0,1,8,45,11,44141.0,57983.0,1,5,5,3,5,7,3,9,9,4,6,Male,Tier 2,Store,56,0.8035714285714286,0.19642857142857142,Upper-Middle
59,194298.0,7.9,13,4.2,1,9,30,0,62975.0,114779.0,3,7,2,2,7,8,8,8,3,3,8,Female,Tier 1,Store,30,1.0,0.0,High
38,46335.0,9.4,5,1.8,4,3,37,9,129911.0,23235.0,10,8,3,9,8,2,2,6,10,7,6,Female,Tier 1,Store,46,0.8043478260869565,0.1956521739130435,Low
32,65547.0,7.9,5,3.6,3,8,18,1,134822.0,132350.0,5,2,5,7,6,6,7,10,6,4,4,Female,Tier 1,Store,19,0.9473684210526315,0.05263157894736842,Low
34,172234.0,3.8,9,3.1,6,6,18,13,87111.0,66232.0,10,8,4,4,4,9,1,6,8,7,3,Male,Tier 3,Store,31,0.5806451612903226,0.41935483870967744,Upper-Middle
39,235521.0,3.8,8,1.3,10,9,43,19,137560.0,99664.0,4,5,5,3,10,2,9,4,8,8,1,Other,Tier 2,Store,62,0.6935483870967742,0.3064516129032258,High
55,170759.0,6.9,5,3.7,8,10,12,15,72222.0,140085.0,3,7,4,7,10,3,10,3,4,3,5,Female,Tier 1,Store,27,0.4444444444444444,0.5555555555555556,Upper-Middle
52,113756.0,6.3,5,2.4,1,4,37,18,115746.0,96295.0,6,6,5,9,1,1,4,5,9,4,4,Female,Tier 2,Store,55,0.6727272727272727,0.32727272727272727,Lower-Middle
62,25995.0,3.6,14,0.7,7,3,48,13,61936.0,108725.0,3,0,3,10,3,6,2,10,6,2,1,Male,Tier 2,Store,61,0.7868852459016393,0.21311475409836064,Low
33,202560.0,6.6,2,3.7,8,7,0,13,19275.0,113701.0,4,5,1,5,1,6,8,5,2,8,10,Female,Tier 1,Store,13,0.0,1.0,High
25,17631.0,6.2,9,5.2,5,1,10,3,86767.0,68536.0,6,2,6,7,5,4,2,9,2,6,3,Male,Tier 3,Store,13,0.7692307692307693,0.23076923076923078,Low
79,181026.0,9.0,14,0.0,8,3,26,10,129030.0,50989.0,3,4,4,1,6,2,8,7,3,1,1,Other,Tier 1,Store,36,0.7222222222222222,0.2777777777777778,Upper-Middle
64,152039.0,5.1,11,2.9,1,7,36,1,53022.0,33149.0,10,1,5,9,2,6,7,5,7,2,5,Female,Tier 2,Store,37,0.972972972972973,0.02702702702702703,Upper-Middle
34,103294.0,8.8,4,2.8,2,7,38,6,58922.0,139304.0,6,2,4,5,2,5,8,10,1,5,8,Female,Tier 3,Store,44,0.8636363636363636,0.13636363636363635,Lower-Middle
34,102278.0,8.9,7,1.0,4,9,0,12,85660.0,110230.0,2,7,7,10,7,4,4,10,5,10,7,Male,Tier 1,Store,12,0.0,1.0,Lower-Middle
71,79471.0,4.7,10,3.8,1,10,14,7,43221.0,97243.0,10,5,7,3,10,9,7,8,3,9,8,Other,Tier 3,Store,21,0.6666666666666666,0.3333333333333333,Lower-Middle
43,52116.0,6.7,6,1.1,5,9,17,11,127065.0,145118.0,4,4,6,7,3,3,3,5,1,6,1,Male,Tier 3,Store,28,0.6071428571428571,0.39285714285714285,Low
30,107116.0,5.6,14,2.6,10,7,42,6,52914.0,12029.0,6,2,3,6,7,2,5,4,9,8,7,Female,Tier 1,Online,48,0.875,0.125,Lower-Middle
34,180299.0,5.5,5,1.5,3,3,24,1,137421.0,81708.0,4,5,2,9,7,8,9,5,3,7,1,Male,Tier 1,Store,25,0.96,0.04,Upper-Middle
55,148014.0,6.5,11,1.2,2,3,0,5,136449.0,148418.0,2,8,5,8,2,10,1,7,7,7,1,Male,Tier 2,Store,5,0.0,1.0,Upper-Middle
34,62664.0,4.4,11,3.0,7,5,18,10,138648.0,137778.0,5,1,2,8,1,1,1,4,8,9,8,Female,Tier 1,Store,28,0.6428571428571429,0.35714285714285715,Low
65,174141.0,2.8,5,1.6,2,9,33,16,136507.0,62256.0,1,4,4,6,1,8,1,5,3,7,2,Male,Tier 1,Store,49,0.673469387755102,0.32653061224489793,Upper-Middle
31,102342.0,4.9,14,4.2,9,1,9,14,79464.0,26293.0,9,7,7,5,2,9,2,3,7,7,9,Other,Tier 2,Store,23,0.391304347826087,0.6086956521739131,Lower-Middle
62,29407.0,8.4,7,2.5,6,1,11,19,112050.0,140309.0,1,5,7,6,6,3,4,5,9,8,10,Female,Tier 1,Store,30,0.36666666666666664,0.6333333333333333,Low
23,128926.0,5.6,14,3.6,8,9,38,10,47096.0,65471.0,7,4,1,1,3,1,6,4,1,9,4,Male,Tier 3,Store,48,0.7916666666666666,0.20833333333333334,Lower-Middle
52,74201.0,6.0,13,3.5,3,7,44,8,32158.0,45893.0,10,7,1,10,2,3,1,7,5,9,10,Other,Tier 1,Store,52,0.8461538461538461,0.15384615384615385,Lower-Middle
63,95093.0,7.6,2,4.0,5,4,1,16,13639.0,9055.0,5,1,7,2,6,2,5,6,7,8,6,Male,Tier 3,Store,17,0.058823529411764705,0.9411764705882353,Lower-Middle
31,200420.0,2.8,9,2.1,3,1,31,19,87098.0,34888.0,3,4,1,6,8,4,2,3,1,7,2,Female,Tier 2,Store,50,0.62,0.38,High
64,228053.0,6.9,2,2.3,9,6,25,9,74278.0,51825.0,3,0,4,5,6,9,7,10,5,9,1,Male,Tier 3,Store,34,0.7352941176470589,0.2647058823529412,High
25,32878.0,9.3,9,1.3,1,9,19,3,25579.0,79561.0,1,9,5,1,10,3,2,1,8,4,4,Other,Tier 1,Store,22,0.8636363636363636,0.13636363636363635,Low
78,98100.0,6.2,11,2.7,8,6,5,3,51426.0,145519.0,6,8,3,6,3,5,4,3,8,8,2,Other,Tier 3,Store,8,0.625,0.375,Lower-Middle
32,93629.0,2.2,4,1.5,6,5,6,15,116451.0,127329.0,5,7,1,2,1,4,8,3,9,5,6,Male,Tier 3,Store,21,0.2857142857142857,0.7142857142857143,Lower-Middle
71,201492.0,5.8,13,4.0,7,1,1,0,141852.0,112840.0,10,3,5,4,7,3,10,1,10,8,8,Male,Tier 1,Store,1,1.0,0.0,High
78,247164.0,7.2,10,1.3,2,9,16,6,89290.0,4182.0,1,0,3,9,5,9,9,4,10,9,7,Other,Tier 3,Online,22,0.7272727272727273,0.2727272727272727,High
44,238059.0,6.2,11,1.9,7,9,25,1,82158.0,105292.0,8,1,6,6,6,9,3,6,3,1,8,Male,Tier 2,Store,26,0.9615384615384616,0.038461538461538464,High
30,58168.0,6.5,10,3.2,1,1,30,3,69382.0,18118.0,6,3,3,3,9,4,7,4,3,7,2,Female,Tier 1,Store,33,0.9090909090909091,0.09090909090909091,Low
66,69862.0,6.8,6,3.2,7,4,33,1,29712.0,20866.0,8,6,6,9,3,4,10,7,2,1,5,Male,Tier 1,Hybrid,34,0.9705882352941176,0.029411764705882353,Low
48,235694.0,4.1,1,1.0,8,1,17,15,147053.0,2106.0,1,6,2,1,4,9,3,1,2,8,10,Female,Tier 3,Online,32,0.53125,0.46875,High
70,228097.0,4.4,5,1.7,2,10,40,3,1878.92,103774.0,4,8,3,3,8,3,9,6,4,1,10,Female,Tier 2,Store,43,0.9302325581395349,0.06976744186046512,High
73,43004.0,5.3,6,2.1,10,4,42,9,87169.0,114763.0,9,4,5,5,7,6,3,9,7,1,4,Male,Tier 1,Store,51,0.8235294117647058,0.17647058823529413,Low
52,35471.0,6.8,9,2.3,2,7,13,9,103704.0,41453.0,8,2,3,3,9,2,4,2,1,8,9,Other,Tier 3,Store,22,0.5909090909090909,0.4090909090909091,Low
77,106820.0,3.6,14,2.8,3,8,4,2,70905.0,9180.0,6,9,4,6,8,9,7,10,10,10,1,Female,Tier 2,Hybrid,6,0.6666666666666666,0.3333333333333333,Lower-Middle
23,206239.0,10.1,9,3.5,10,3,22,8,56162.0,37347.0,5,9,2,5,2,9,5,4,5,10,5,Other,Tier 2,Store,30,0.7333333333333333,0.26666666666666666,High
22,117229.0,1.4,9,2.3,4,3,0,6,125182.0,106290.0,2,2,3,10,8,8,8,10,2,7,9,Other,Tier 1,Store,6,0.0,1.0,Lower-Middle
39,229900.0,2.6,14,2.6,8,10,19,18,120010.0,57722.0,1,3,6,2,4,9,7,3,6,7,6,Female,Tier 1,Store,37,0.5135135135135135,0.4864864864864865,High
75,80308.0,7.1,3,1.5,3,5,1,7,107393.0,2873.0,10,1,6,8,3,2,2,6,2,4,10,Male,Tier 2,Online,8,0.125,0.875,Lower-Middle
66,98969.0,6.9,13,4.5,6,6,42,17,59636.0,75021.0,8,1,3,2,8,8,6,3,5,4,7,Male,Tier 3,Store,59,0.711864406779661,0.288135593220339,Lower-Middle
40,29568.0,5.9,4,3.0,10,3,45,3,36588.0,143786.0,3,2,7,10,10,6,6,2,2,7,5,Male,Tier 3,Store,48,0.9375,0.0625,Low
42,24466.0,7.4,8,2.1,8,6,36,4,121692.0,69385.0,4,2,6,10,8,9,1,8,6,2,10,Male,Tier 3,Store,40,0.9,0.1,Low
51,237129.0,7.1,8,4.1,10,10,0,15,114521.0,70682.0,8,3,1,2,3,4,8,1,6,3,1,Female,Tier 2,Store,15,0.0,1.0,High
43,72324.0,6.0,2,3.0,2,7,9,17,131794.0,129005.0,3,0,2,6,8,5,5,10,10,2,5,Male,Tier 3,Store,26,0.34615384615384615,0.6538461538461539,Low
64,117208.0,6.5,8,2.8,4,6,49,5,63617.0,147308.0,3,6,3,3,2,1,5,8,9,7,2,Other,Tier 1,Store,54,0.9074074074074074,0.09259259259259259,Lower-Middle
22,161539.0,1.4,7,2.5,1,6,4,11,133178.0,115292.0,7,4,1,2,2,3,7,6,6,9,1,Male,Tier 1,Store,15,0.26666666666666666,0.7333333333333333,Upper-Middle
43,243627.0,5.7,9,3.8,8,2,40,19,42020.0,40805.0,5,0,2,2,10,2,10,2,2,5,6,Male,Tier 3,Store,59,0.6779661016949152,0.3220338983050847,High
